id,userid,text,modelo,sentimento,score,created_on
18,0,querido dr Vinny novo gerente vinícola influente em o leste Washington esperar criar guia turístico abrangente de o vinícola funcionário poder mostrar instalação a o hóspede maneira adequado poder explicar fundamento de o produção vinho esperar envergonhar enviar rascunho volta a o equipe produção confirmação Lauren Richland lave querida Lauren uau grande pergunta existir milhar decisão enólogo tomar a o longo de o processo vinificação cobrir todo aqui feliz dar ele algum dica geral sobre funcionar produção vinho ajudar ele projeto colheita primeiro uva colhir colher de o decisão importante enólogo tomar cada ano cedo uva madura suficiente tarde demais uva ficar madura demais poder ameaçar por o mau tempo chuva frio poder danificar uva promover doença apodrecimento poder querer saber uva vinícola colhir manualmente a o máquina colheita fazer a o noite manhã cedo uva bem fresco triagem prensagem fermentação uva chegar a o adega processar poder incluir triagem manual mecânico oportunidade colheita mog outro matéria uvo vinho branco produzir fermentar apenas suco modo uva normalmente prensar esmagar primeiro isolar suco escolha fazer sobre dificuldade esmagar uva então dever descobrir protocolo inclusive algum contato pele enólogo fazer escolha detalhe consultar guia fazer vinho branco vinho tinto fazer por o fermentação de o uva apenas de o suco poder desengaçar manter cacho inteiro onde uva ainda preso a o engaço esmagar algum combinação de estes fermentação vir seguir açúcar de o uva converter álcool ajuda de o fermento vinicultor poder adicionar levedura comercial deixar levedura nativo em o uva em o ar fazer trabalho descubra enólogo preferir quê durante fermentação número infinito decisão tomar algum produtor vinho gostar fermentação longo fresco outro algo pouco quente limite gerenciar punch downs pump overs acontecer fermentação parar carvalho carvalho infinidade recipiente fermentação cada usar motivo diferente aço inoxidável popular porque neutro permitir sabor frutar de o vinho brilher barris madeira existir milhar opção apenas barri considerar tanoeiro fazer barril nível torrada floresta vir madeira tipo madeira carvalho popular carvalho americano carvalho francês confer característica diferente utilizar castanha acácia outro madeira barril poder novo em esse caso conferir sabor especiaria baunilha poder usar neutro caso dever adicionar sabor poder ajudar completar textura de o vinho expor vinho pequeno quantidade oxigênio tamanho de o barril grande decisão existir outro recipiente fermentação fazer concreto porcelano vidro outro material todo ter atributo vinho poder vir único vasilho fazer partir mistura desde fermentação a o engarrafamento após fermentação primário enólogo ter decidir vinho passar por o conversão maloláctico medida normalmente vinho trasfegar separar suco de o sólido depositar em o vinificação então vinho poder envelhecir dia ano antes finalizar claro recipiente usar par envelhecimento outro decisão vinho ir mistura lote diferente considerar enólogo dever gerir cada lote separadamente misturar componente poder envelhecimento após processo finalmente enólogo precisar tomar decisão refinar filtrar estabilizar vinho frio então finalmente vinho engarrafar normalmente embora sempre adição dióxido enxofre algum vinho envelhecer ainda antes pronto venda poder ver decisão envolver em o produção vinho aparentemente infinito apenas ponta de o iceberg bom sorte projeto Dr Viny,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4820406436920166,2025-10-30 00:12:39.363129
19,0,em o último quatro década evento de o região vinícola doar US 44 milhão instituição caridade local,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6759802103042603,2025-10-30 00:12:39.363129
20,0,moët Chandon clo du bois aperol spritz honey duce alimentar país energizar abrir enquanto daou paso robles impressionar taylor Fritz conquistar xícara pia,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5148952007293701,2025-10-30 00:12:39.363129
21,0,loja garrafa paladar Shoreham Reino Unido domine arte encontrar vinho gostar postr 5 dica especialista sobre comprar vinho profissional aparecer primeiro decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7666719555854797,2025-10-30 00:12:39.363129
22,0,vinher perto de o Monte Etna em o Sicília em o limite novo identidade vinho italiano post cristina mercuri vinho em o limite etna redefinir elegância aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5820367932319641,2025-10-30 00:12:39.363129
23,0,passo de o stelvio subir bormio envelhecimento subaquático poder ter rival pós envelhecimento em o montanha poder levar vinho de o Valtellina novo patamar aparecer primeiro decantador,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.45440396666526794,2025-10-30 00:12:39.363129
24,0,a o vez problema julgar livro por o capa postr charme de o rótulo vinho importar de o dentro aparecer primeiro decantador,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.4834972620010376,2025-10-30 00:12:39.363129
25,0,encontrar garrafa perfeito experimente comprar vinho onliner postr especialista revelar bom truque comprar vinho onlinar aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5972519516944885,2025-10-30 00:12:39.363129
26,0,conhecer copresidente residente 2026 saber sobre novo função postagem apresentar copresidente residente de o dwwa dar boas vinda caro maurer mw aparecer primeiro decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5751635432243347,2025-10-30 00:12:39.363129
27,0,max richter compor peça musical torno três krug Cuvées projeto cada nota contar inspirar três cuvée post krug compositor max richter prestar homenagem musical a o excelente safra 2008 de o champanhe aparecer por o primeira vez em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5691477060317993,2025-10-30 00:12:39.363129
28,0,Lorraine Copes fundadora de o Bih leona pasquale profissional vinho de o ano Victoria Stanage chefe evento de o Decanter vencedor de o Bih Spotlight Awards Post Leona Pasquale eleger Profissional de o Vinho de o Ano em o Bih Spotlight Awards 2025 aparecer primeiro em o Decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5583723187446594,2025-10-30 00:12:39.363129
29,0,crédito Alex callejo simplesmente bom bom vinho de o post italy dwwa Best in show masterclassr em o vinitaly usar aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.6082797646522522,2025-10-30 00:12:39.363129
30,0,CCTV capturar ladrão roubar cerca 3 000 garrafa vinho ucraniano principalmente espumante caminhão estacionar em o semana passado 3 000 garrafa vinho ucraniano roubar post ir lá marido em o linha frente vivemos constante estresse saúde mental forte suficiente lidar ainda precisar fazer trabalho choque de o empresa vinho ucraniano inação de o polícia relação a o roubo vinho aparecer primeiro decantador,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.8143372535705566,2025-10-30 00:12:39.363129
31,0,tequila enemigo finito extra añejo finalizar barril vinho premier cru de o apenas 300 lançado post tequila de o barril vinho premier cru vender US 9 mil em o Sotheby s aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5593317151069641,2025-10-30 00:12:39.363129
32,0,adeus confinamento varietal post andrew jefford conjunto possibilidade agrupar chenin poder deslumbrar aparecer por o primeira vez em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.46674492955207825,2025-10-30 00:12:39.363129
33,0,incluir primeiro documento Calábria postr notícia sobre vinho de o Itália resumo aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.8319070339202881,2025-10-30 00:12:39.363129
34,0,a o medida fruta começar murchar chegar aroma de o outono trazer a o mente glorioso grenache década explorar ritmo de o estação de o aroma pós cheiro sentido negligenciar poder fundamentar aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4733903110027313,2025-10-30 00:12:39.363129
35,0,destilador Lila serenelli de o destilaria argentino la alanza em o base marambio em o antártica pioneiro single malt ultrapassar limite de o produção whisky the post isla marambio primeiro whisky envelhecido em o antártica lançar em o próximo ano aparecer por o primeira vez em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5333236455917358,2025-10-30 00:12:39.363129
36,0,ota em o Córsega Katherine Cole sobre orgulho regional de o vinho postr Katherine Cole viticultura ato resistência querer juntar a o revolução aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4789849519729614,2025-10-30 00:12:39.363129
37,0,complexidade de o saúde de o bebida post Andrew Jefford dever fazer pânico vender adega assinar compromisso aparecer primeiro em o decantador,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.8726603984832764,2025-10-30 00:12:39.363129
38,0,luxuoso propriedade Napa Valley incluir quase 2 7 hectare vinhedo cabernet Sauvignon propriedade pós luxo Napa Valley Cabernet vender quase US 13 5 milhão aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.52093905210495,2025-10-30 00:12:39.363129
39,0,terceiro leilão prol de o fundação cultura civilização de o vinho lote incluir vinho todo 88 vinho classificar Bordeaux 1855 post sotheby s cité du vin bordeaux revelar leilão caridade repleto estrela viagem por o grande propriedade de o vinho aparecer por o primeira vez em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5144599676132202,2025-10-30 00:12:39.363129
40,0,convidado de o jantar em o século 21 enfrentar nível álcool elevar de o homólogo de o década 1960 ato equilíbrio post ir reconsiderar pensar sobre nível álcool aparecer primeiro em o decantador,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6237303018569946,2025-10-30 00:12:39.363129
41,0,Leilão de o Cape Winemakers Guild 41º leilão de o CWG apresentar 48 lote exclusivo leilão pós Cape Winemakers Guild apresentar novo de o bom vinho sul africanos aparecer primeiro em o Decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5277953743934631,2025-10-30 00:12:39.363129
42,0,magnum de o Château Lafite rothschild 1870 apresentar em o leilão zachys de o coleção Jacqueline rothschild piatigorsky château Lafite rothschild 1870 estrelar venda marco leilão pós histórico vinho bordeaux de o século 19 chegar US 11 milhão zachys aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5209368467330933,2025-10-30 00:12:39.363129
43,0,vista de o Centro otago de o vinhedo Ripon olhada último edição post lançamento de o revista decanter outubro 2025 ver ter dentro aparecer primeiro decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.666776716709137,2025-10-30 00:12:39.363129
123,0,final amargo desagradável,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.9675255417823792,2025-10-30 00:12:45.738351
124,0,bom comida de o sozinho,cardiffnlp/twitter-xlm-roberta-base-sentiment,POSITIVO,0.42326346039772034,2025-10-30 00:12:45.738351
44,0,mulher beber vinho espumante cap classique África de o Sul milênio herança cultural laço social investigação científico jogo apelo pós histórico líder global de o vinho uner contra impulso desnormalização em o cúpula de o ONU aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5195839405059814,2025-10-30 00:12:39.363129
45,0,de o esquerda Nicolas Joly ganhador de o prêmio Hall de o Fama de o Decanter 2025 estrela ascensão Wu Xiuyong ver destinatário de este ano hall de o fama pós decanter vencedor de o estrela ascensão 2025 revelado aparecer primeiro decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5685672163963318,2025-10-30 00:12:39.363129
46,0,logotipo bih conhecer quatro finalista postr decanter patrocina profissional vinho de o ano em o prêmio bih spotlight 2025 aparecer primeiro decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6755775809288025,2025-10-30 00:12:39.363129
47,0,Vinhos Vin Santo recomendar Richard Baudains postr Provei 100 vinho Vin Santo aqui poder comprar aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6769329309463501,2025-10-30 00:12:39.363129
48,0,terra ho post willem dafoer unir laphroaig descubra sabor trás de o campanha The taste aparecer por o primeira vez em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.47196516394615173,2025-10-30 00:12:39.363129
49,0,perca compra bom valor postr oito bom vinho de o Rhône comprar em o supermercado aparecer primeiro em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4991960823535919,2025-10-30 00:12:39.363129
50,0,pessoal de o agrïa plantar primeiro vinha bel ombre esperança primeiro safra branco rosé 2028 vinha pós franceso criar raíz em o Maurícias amostra de o futuro safro 2028 aparecer por o primeira vez em o decanter,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.4618697762489319,2025-10-30 00:12:39.363129
51,0,em o degustação a o cega outubro 2025 de o confraria de o amarante realizar painel 8 châteauneuf du pape resultado seguinte vinho,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6007734537124634,2025-10-30 00:12:39.363129
52,0,organizar realizar em o espaço vip de o empório Frei canecar São Paulo 6 gin importar 1 brasileiro participante André Novaes Patury Get trade importador Mário separovic rodrigues dono empório frei caneca Maurício leme la pastina ruber Cecchini diretor água prata,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7170805931091309,2025-10-30 00:12:39.363129
53,0,organizar realizar em o espaço vip de o empório Frei canecar São Paulo 4 gin importar 4 brasileiro participante André Novaes Patury Get trade importador Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill pablo palumbo consumidor,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6875159740447998,2025-10-30 00:12:39.363129
54,0,em o degustação a o cega de o confraria de o amarante agosto 2025 provar 8 grande tinto europeu ordenação de o vinho assim respectivo,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5538105964660645,2025-10-30 00:12:39.363129
55,0,organizar realizar em o espaço vip de o empório Frei canecar São Paulo 6 gin importar 1 brasileiro participante André Novaes Patury Get trade importador Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7389514446258545,2025-10-30 00:12:39.363129
56,0,em o degustação a o cega de o confraria de o amarante julho 2025 provar 8 grands crus classés de o aoc Margaux ordenação de o 8 participante de o noitada abaixo assim respectivo,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5061978101730347,2025-10-30 00:12:39.363129
57,0,organizar realizar em o espaço vip de o shopping frar canecar São Paulo 5 gin importar 2 brasileiro participante André Novaes Patury Get trade importador marco China llopis Lee sócio de o ex bar bar Marcelo Ramos consumidor Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill pablo palumbo casa cervante,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.58306884765625,2025-10-30 00:12:39.363129
58,0,em o degustação a o cega de o confraria de o amarante junho 2025 provar 1 tinto de o dar 4 tinto duriense colocação de o caldo segundo confrade respectivo nota,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5360713601112366,2025-10-30 00:12:39.363129
59,0,em o degustação maio 2025 de o confraria de o amarante realizar painel bem diferente 3 pinot noir neozelandês 2 pinot noir californiano 1 pinot noir de o oregon ver abaixo ordenação preferência de o grupo respectivo,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.620715856552124,2025-10-30 00:12:39.363129
60,0,organizar realizar em o North grill de o shopping frar canecar São Paulo 7 gim importar 1 brasileiro participante André Novaes Patury Get trade importador Gerson Morelli consumidor Mário separovic rodrigues dono empório frei caneca Maurício leme la pastina Newton duarter barro sócio de o North bar grill,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6311219930648804,2025-10-30 00:12:39.363129
61,0,confraria de o padre de o orientador fazer degustação interessante 5 vosne romanée premiers Crus safra nota 9 10 colocação de eles em o grupo respectivo nota,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5680581331253052,2025-10-30 00:12:39.363129
62,0,em o degustação abril 2025 de o confraria de o amarante realizar painel 9 tinto ribera del duero resultado de o prova respectivo nota seguinte vinho,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.7128090858459473,2025-10-30 00:12:39.363129
63,0,em o degustação de o confraria sofisa abril 2025 degustar a o cega 8 vinho 100 chardonnay 4 argentino 2 valle uco 2 patagônia 4 chileno 2 coquimbo 1 aconcagua 1 patagônia resultado de o prova avaliação seguinte vinho,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5893737077713013,2025-10-30 00:12:39.363129
64,0,organizar realizar em o espaço vip de o shopping frar canecar São Paulo 7 gim importar 1 brasileiro participante André Novaes Patury Get trade importador marco China llopis Lee sócio de o ex bar bar Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill fabio ota mega sake,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5923343896865845,2025-10-30 00:12:39.363129
65,0,março 2025 confraria de o amarante resolver degustar 5 brunello di montalcino ter rosso di montalcino pirato resultado de ela mostrar abaixo junto,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5451752543449402,2025-10-30 00:12:39.363129
66,0,organizar realizar em o espaço vip de o shopping frar canecar São Paulo 7 gim importar 1 brasileiro participante André Novaes Patury Get trade importador domingo meirelles sócio de o bar sóshots gin Club Mário separovic rodrigues dono empório frei caneca Maurício leme la pastina Newton duarter barro sócio de o North bar grill Paulo Lacombe consumidor,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6507977843284607,2025-10-30 00:12:39.363129
67,0,fevereiro 2025 confraria de o amarante resolver fazer degustação especial 7 de o vinho topo de o rhône nord casta syrah resultado de o prova avaliação seguinte vinho,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6094568371772766,2025-10-30 00:12:39.363129
125,0,excesso Madeira pouco elegante,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEGATIVO,0.9008585214614868,2025-10-30 00:12:45.738351
126,0,esperar ficar aquém,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.474102646112442,2025-10-30 00:12:45.738351
68,0,organizar patrocinar por o gerson morelli realizar em o North grill de o shopping frar canecar São Paulo de o gim caro de o mundo US 750 holandês nolet s reserve exemplar degustar nº 359 490 garrafa elaborar em o lote l 2214iq314 participante André Novaes Patury Get trade importador fabio ota mega sake Gerson Morelli consumidor Mário separovic rodrigues,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5707808136940002,2025-10-30 00:12:39.363129
69,0,organizar realizar em o espaço vip de o shopping frar canecar São Paulo 7 gim importar 1 brasileiro participante domingo meirelles sócio de o bar sóshots gin Club fabio ota mega sake Gerson Morelli consumidor marco China llopis Lee sócio de o ex bar bar Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill Paulo Lacombe consumidor,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5872927308082581,2025-10-30 00:12:39.363129
70,0,organizar realizar em o espaço vip de o shopping frar canecar São Paulo 5 gin japonês participante André Novaes Patury Get trade importador fabio ota mega sake Mário separovic rodrigues dono empório frei caneca Newton duarter barro sócio de o North bar grill,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.6592967510223389,2025-10-30 00:12:39.363129
71,0,acidez vinho apresentar se dois maneira distinto sob forma acidez total sob àquela acidez volátil acidez total costumo associar acidez vinho a o esqueleto corpo humano fundamental pois garantir equilíbrio vinho transmitir frescor a o vinho além garantir grande longevidade a o vinho deficiente ácido tornar se chato a o passo excesso ácido ficar desarmônico principal ácido orgânico presente,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5565222501754761,2025-10-30 00:12:39.363129
72,0,em o último dia 12 14 setembro realizour se tour em o França 5ª edição de o tradicional mondial du fromage et des produit laitiers 2021 concurso bianual importante cotejo mundial de o setor queijeiro de este feita participar 940 produto 46 país resultado apontar 331 queijo medalhado 30 supergold 81,cardiffnlp/twitter-xlm-roberta-base-sentiment,NEUTRO,0.5614246129989624,2025-10-30 00:12:39.363129
